From,To,Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
NY LEAGUE OF CONSERVATION VOTERS,TA,,,,,,,,,NYC,,,,,,,,,,,,,,1535,4550,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,EPA,,,,,,,,,NYC,,,,,,,,,,,,,,5710,1375,,,,1,,,
SWALE,OLD STONE HOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,1387,107273,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF A. PHILIP RANDOLPH SQUARE,,,,,,,,,NYC,,,,,,,,,,,,,,20298,4878,,,,1,,,
RED SHED COMMUNITY GARDEN,COOPER HOUSES,,,,,,,,,NYC,,,,,,,,,,,,,,3009,101902,,,,1,,,
FRIENDS OF THE BAY,SAVE THE SOUND,,,,,,,,,NYC,,,,,,,,,,,,,,5242,103976,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1457,,,,1,,,
GARDENERS OF HOOPER STREET PARK,EL PUENTE,,,,,,,,,NYC,,,,,,,,,,,,,,3258,100952,,,,1,,,
PARTNERSHIPS FOR PARKS,W 400TH ST BLOCK ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,5817,4878,,,,1,,,
EARTH DAY INITIATIVE,E4,,,,,,,,,NYC,,,,,,,,,,,,,,20250,1137,,,,1,,,
PS 41 GREENWICH VILLAGE SCHOOL,ORGANIC VALLEY,,,,,,,,,NYC,,,,,,,,,,,,,,20721,106164,,,,1,,,
Q COMMUNITY HOUSE,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,3383,,,,1,,,
FRIENDS OF THE BAY,EPA,,,,,,,,,NYC,,,,,,,,,,,,,,5710,103976,,,,1,,,
WATERFRONT ALLIANCE,BIOBAT,,,,,,,,,NYC,,,,,,,,,,,,,,100251,2037,,,,1,,,
SUTPHIN BLVD BID,GRACE HISTORICAL CHURCH,,,,,,,,,NYC,,,,,,,,,,,,,,20374,5484,,,,1,,,
PARTNERSHIPS FOR PARKS,BLOCK INSTITUTE,,,,,,,,,NYC,,,,,,,,,,,,,,102720,4878,,,,1,,,
EARTH DAY INITIATIVE,DURST ORG,,,,,,,,,NYC,,,,,,,,,,,,,,7751,1137,,,,1,,,
PARTNERSHIPS FOR PARKS,BAY TERRACE BEAUTIFICATION ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,100207,4878,,,,1,,,
FEEDING TREE GARDEN MEMBERS,NYC PARKS,,,,,,,,,,,,,,,,,,,,,,,4655,31036,,,,2,,,
POMONOK RESIDENT GREEN COMMITTEE,SIMS RECYCLING,,,,,,,,,NYC,,,,,,,,,,,,,,7226,101363,,,,1,,,
CORNELL COOPERATIVE EXTENSION- ULSTER COUNTY,TOWN OF WOODSTOCK,,,,,,,,,region,,,,,,,,,,,,,,20948,146036893,,,,1,,,
SEEDBALL,ROCKAWAY WATERFRONT ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,1457,106905,,,,1,,,
GOWANUS CANAL CONSERVANCY,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,100831,,,,1,,,
KISSENA PARK CIVIC ASSOC,CUNY,,,,,,,,,NYC,,,,,,,,,,,,,,8704,1297,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,UNITED WAY,,,,,,,,,NYC,,,,,,,,,,,,,,8828,1313,,,,1,,,
AUDUBON SOCIETY- SOUTH SHORE,AUDUBON NY,,,,,,,,,region,,,,,,,,,,,,,,1033,237300504,,,,1,,,
GOWANUS CANAL CONSERVANCY,THREES BREWING,,,,,,,,,NYC,,,,,,,,,,,,,,20916,100831,,,,1,,,
BAXTERS POND FOUNDATION,VILLAGE OF BAXTER ESTATES,,,,,,,,,region,,,,,,,,,,,,,,20997,562477532,,,,1,,,
TRANQUILITY FARM,PS BK 782- BED STUY NEW BEGINNINGS CHARTER SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,20756,101951,,,,1,,,
E49TH AND E48TH STREET BLOCK OF LENOX LINDEN CLARKSON AND SCHENECTADY,BK E 38TH ST BLOCK ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,3171,3174,,,,1,,,
WAVE HILL,NYBG,,,,,,,,,NYC,,,,,,,,,,,,,,1372,1562,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF QUEENSBRIDGE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,7966,4878,,,,1,,,
GREATER WOODHAVEN DEVELOPMENT CORP/ WOODHAVEN BID,ALL SAINTS EPISCOPAL CHURCH,,,,,,,,,NYC,,,,,,,,,,,,,,20022,1235,,,,1,,,
TEWKSBURY LAND TRUST A NJ NOT FOR PROFIT CORP,HUNTERDON LAND TRUST ALLIANCE,,,,,,,,,region,,,,,,,,,,,,,,2032,223270128,,,,1,,,
PARTNERSHIPS FOR PARKS,LOVING THE BX,,,,,,,,,NYC,,,,,,,,,,,,,,104906,4878,,,,1,,,
BAYSHORE REGIONAL WATERSHED COUNCIL,MONMOUTH COUNTY ENVIRONMENTAL COUNCIL,,,,,,,,,NYC,,,,,,,,,,,,,,20543,2005,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,SOUTH ST SEAPORT MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,5358,1313,,,,1,,,
MIANUS RIVER GORGE,FORDHAM,,,,,,,,,NYC,,,,,,,,,,,,,,3376,101177,,,,1,,,
BEACHSIDE BUNGALOW PRESERVATION ASSOC OF FAR ROCKAWAY,NYS DEC,,,,,,,,,NYC,,,,,,,,,,,,,,4561,1045,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,LEAVE IT BETTER,,,,,,,,,NYC,,,,,,,,,,,,,,101079,1313,,,,1,,,
FRIENDS OF WICKERS CREEK ARCHAEOLOGICAL SITE,VILLAGE OF DOBBS FERRY,,,,,,,,,region,,,,,,,,,,,,,,20999,133833984,,,,1,,,
BAXTERS POND FOUNDATION,RESIDENTS FOR MORE BEAUTIFUL PORT WASHINGTON,,,,,,,,,region,,,,,,,,,,,,,,5144,562477532,,,,1,,,
SAINT MARKS PLACE BLOCK-  3RD 4TH AVE,PARK SLOPE CIVIC COUNCIL,,,,,,,,,NYC,,,,,,,,,,,,,,4863,101681,,,,1,,,
Q COUNTY BIRD CLUB,FRIENDS OF FOREST PARK,,,,,,,,,NYC,,,,,,,,,,,,,,3462,5068,,,,1,,,
FRIENDS OF SHERMAN CREEK CONSERVANCY,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,100763,,,,1,,,
CONEY ISLAND BEAUTIFICATION PROJECT,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100500,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF LEIF ERICSON PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20330,4878,,,,1,,,
KENT LAND TRUST,WEANTINOGE HERITAGE LAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,21017,61257251,,,,1,,,
CORNELL COOPERATIVE EXTENSION- ULSTER COUNTY,TOWN OF OLIVE,,,,,,,,,region,,,,,,,,,,,,,,20939,146036893,,,,1,,,
GOTHAM WHALE,HERRING ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,20403,100827,,,,1,,,
PARTNERSHIPS FOR PARKS,CLAREMONT HEALTHY VILLAGE INITIATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,100461,4878,,,,1,,,
SAW MILL RIVER AUDUBON,AUDUBON NY,,,,,,,,,region,,,,,,,,,,,,,,1033,136161411,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,NYC PERMACULTURE FESTIVAL,,,,,,,,,NYC,,,,,,,,,,,,,,20673,101162,,,,1,,,
DAVIDSON AVE COMMUNITY GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,2987,,,,1,,,
WATERFRONT ALLIANCE,SAILING YACHT VENTURA,,,,,,,,,NYC,,,,,,,,,,,,,,102545,2037,,,,1,,,
UNIVERSITY COMMUNITY SOCIAL SERVICES,TEKSERVE,,,,,,,,,NYC,,,,,,,,,,,,,,20912,101999,,,,1,,,
PARTNERSHIPS FOR PARKS,500 MEN MAKING A DIFFERENCE,,,,,,,,,NYC,,,,,,,,,,,,,,100084,4878,,,,1,,,
FRIENDS OF STRAUS PARK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,3514,,,,1,,,
PARTNERSHIPS FOR PARKS,150TH-155TH ST EDGECOMBE AVE BLOCK ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,2137,4878,,,,1,,,
THE POINT,YOUTH MINISTRIES FOR PEACE AND JUSTICE,,,,,,,,,NYC,,,,,,,,,,,,,,5927,5551,,,,1,,,
GOWANUS CANAL CONSERVANCY,NYC SOIL AND WATER,,,,,,,,,NYC,,,,,,,,,,,,,,1380,100831,,,,1,,,
ASTORIA PARK ALLIANCE,NYC DOT,,,,,,,,,NYC,,,,,,,,,,,,,,4528,100190,,,,1,,,
FRIENDS OF BROWER PARK,CROWN HEIGHTS NORTH ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,103398,100741,,,,1,,,
EARTH DAY INITIATIVE,NYSOM GROUP,,,,,,,,,NYC,,,,,,,,,,,,,,20707,1137,,,,1,,,
ACTIVATE OUR GARDEN,GROW TO LEARN,,,,,,,,,NYC,,,,,,,,,,,,,,20384,21056,,,,1,,,
OUTER SEED SHADOW,BLUE SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,102729,20724,,,,1,,,
WATERFRONT ALLIANCE,MG MCLAREN ENGINEERING GROUP,,,,,,,,,NYC,,,,,,,,,,,,,,20526,2037,,,,1,,,
HAMPTON STERLING VIRGINIA PLACE AND KINGSTON AVE BLOCK,CROWN HEIGHTS NORTH ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,103398,104236,,,,1,,,
JACKSON HEIGHTS GREEN ALLIANCE,HORTICULTURAL SOCIETY OF NY,,,,,,,,,NYC,,,,,,,,,,,,,,4638,101017,,,,1,,,
FRIENDS OF DAG HAMMARSKJOLD PLAZA,TURTLE BAY ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,5626,100748,,,,1,,,
SEEDBALL,GREEN MAP NYC,,,,,,,,,NYC,,,,,,,,,,,,,,1237,106905,,,,1,,,
POMONOK RESIDENT GREEN COMMITTEE,DUNKIN DONUTS,,,,,,,,,NYC,,,,,,,,,,,,,,20247,101363,,,,1,,,
RIDGEWOOD PROPERTY OWNERS AND CIVIC ASSOC,NYC CITY COUNCIL- ELIZABETH CROWLEY,,,,,,,,,NYC,,,,,,,,,,,,,,20621,1447,,,,1,,,
CORNELL COOPERATIVE EXTENSION- PUTNAM COUNTY,WATERSHED AGRICULTURAL COUNCIL,,,,,,,,,region,,,,,,,,,,,,,,5799,116081423,,,,1,,,
PARTNERSHIPS FOR PARKS,W 119TH ST BLOCK ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,102042,4878,,,,1,,,
NORTHWEST BX COMMUNITY AND CLERGY COALITION,PEOPLES ACTION,,,,,,,,,NYC,,,,,,,,,,,,,,20741,4630,,,,1,,,
"BK MULTI-SERVICE COMMUNITY CENTER, CORP.",BK PUBLIC LIBRARY,,,,,,,,,,,,,,,,,,,,,,,2688,31024,,,,2,,,
NATURALLY OCCURRING CULTURAL DISTRICTS NY,EL PUENTE,,,,,,,,,NYC,,,,,,,,,,,,,,3258,101313,,,,1,,,
MORE GARDENS FUND,PADRE PLAZA,,,,,,,,,NYC,,,,,,,,,,,,,,4842,1329,,,,1,,,
SWIM STRONG FOUNDATION,NYPD,,,,,,,,,NYC,,,,,,,,,,,,,,4664,107278,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,CHENCITAS COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,2787,1313,,,,1,,,
GUARDIANS OF FLUSHING BAY,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,100884,,,,1,,,
GOWANUS DREDGERS CANOE,KAYAK SI,,,,,,,,,NYC,,,,,,,,,,,,,,20452,1229,,,,1,,,
THE POINT,NY4P,,,,,,,,,NYC,,,,,,,,,,,,,,1360,5551,,,,1,,,
"MIDDLEBURY LAND TRUST, INC",FLANDERS NATURE CENTER INC VAN VLECK FARM,,,,,,,,,,,,,,,,,,,,,,,60791823,31025,,,,2,,,
EAST OF HUDSON WATERSHED CORP,TOWN OF PAWLING,,,,,,,,,region,,,,,,,,,,,,,,20942,453809317,,,,1,,,
HARLEM ROSE GARDEN,NYC COMMUNITY GARDEN COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,1377,1259,,,,1,,,
PARTNERSHIPS FOR PARKS,MOMMIES OF ROCKAWAY PARKS UNITED,,,,,,,,,NYC,,,,,,,,,,,,,,105160,4878,,,,1,,,
PS SI 460 SUSAN E WAGNER HS- AFJROTC,GREENBELT CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,1243,107259,,,,1,,,
URBAN RESOURCES INITIATIVE,ORCHARD STREET,,,,,,,,,region,,,,,,,,,,,,,,20720,61343983,,,,1,,,
BATTERY CONSERVANCY,AUDUBON NYC,,,,,,,,,NYC,,,,,,,,,,,,,,1352,1038,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,ACOE,,,,,,,,,NYC,,,,,,,,,,,,,,7693,101704,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NYC SOIL AND WATER,,,,,,,,,NYC,,,,,,,,,,,,,,1380,1457,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,FRIENDS OF BLEECKER ST PLAYGROUND,,,,,,,,,NYC,,,,,,,,,,,,,,7001,461974668,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NYC DEP,,,,,,,,,NYC,,,,,,,,,,,,,,4642,1457,,,,1,,,
JUNIPER PARK CIVIC ASSOC,CITIZENS FOR A BETTER MASPETH,,,,,,,,,NYC,,,,,,,,,,,,,,8784,101040,,,,1,,,
WATERFRONT ALLIANCE,CORNELL,,,,,,,,,NYC,,,,,,,,,,,,,,20214,2037,,,,1,,,
PARTNERSHIPS FOR PARKS,ALLIANCE FOR DOWNTOWN NEW YORK,,,,,,,,,NYC,,,,,,,,,,,,,,102359,4878,,,,1,,,
BCEQ,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,1061,,,,1,,,
EAST RIVER CREW,US ROWING,,,,,,,,,NYC,,,,,,,,,,,,,,20980,100529,,,,1,,,
CT GROUNDS KEEPERS ASSN,CT AG EXPERIMENT STATION,,,,,,,,,region,,,,,,,,,,,,,,260367921,222520072,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,596 ACRES,,,,,,,,,NYC,,,,,,,,,,,,,,100086,101162,,,,1,,,
CITY PARKS FOUNDATION,WATERFRONT ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,2037,7765,,,,1,,,
FRIENDS OF HACKENSACK RIVER GREENWAY THROUGH TEANECK,BERGEN COUNTY HISTORICAL SOCIETY,,,,,,,,,region,,,,,,,,,,,,,,20079,223643193,,,,1,,,
EARTH DAY INITIATIVE,ARCADIA POWER,,,,,,,,,NYC,,,,,,,,,,,,,,20045,1137,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,NYC OFFICE OF SENATE- DANIEL SQUADRON,,,,,,,,,NYC,,,,,,,,,,,,,,20664,461974668,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF THE EAST SPRINGFIELD PLAYGROUND,,,,,,,,,NYC,,,,,,,,,,,,,,103985,4878,,,,1,,,
CONEY ISLAND BRIGHTON BEACH OPEN WATER SWIMMERS,AMERICAN LITTORAL SOCIETY,,,,,,,,,NYC,,,,,,,,,,,,,,2003,100501,,,,1,,,
PROSPECT HEIGHTS STREET TREE TASK FORCE OF BK,PARK PLACE- UNDERILL AVE BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,101498,101565,,,,1,,,
BROADWAY MALL ASSOC,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1058,,,,1,,,
PROSPECT HEIGHTS STREET TREE TASK FORCE OF BK,LINCOLN PLACE BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,20481,101565,,,,1,,,
NY TREE TRUST,JAVA ST COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,101023,1357,,,,1,,,
PARTNERSHIPS FOR PARKS,52 PEOPLE FOR PROGRESS,,,,,,,,,NYC,,,,,,,,,,,,,,1004,4878,,,,1,,,
FRIENDS OF RYE NATURE CENTER,LITTLE GARDEN CLUB OF RYE,,,,,,,,,region,,,,,,,,,,,,,,136140415,136176032,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF DEERE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20308,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,TALENT YOUTH DEVELOPMENT EDUCATION AND ENTERTAINMENT,,,,,,,,,NYC,,,,,,,,,,,,,,107298,4878,,,,1,,,
WATERFRONT ALLIANCE,ACCESS INSTITUTE,,,,,,,,,NYC,,,,,,,,,,,,,,102294,2037,,,,1,,,
PARTNERSHIPS FOR PARKS,VON KING PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,107830,4878,,,,1,,,
MANRESA ASSOCIATION,CITY OF NORWALK,,,,,,,,,region,,,,,,,,,,,,,,20190,474381888,,,,1,,,
PIONEER STREET STEWARDS,RED HOOK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101609,106352,,,,1,,,
MAPLE ST COMMUNITY GARDEN,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,101151,,,,1,,,
SWISS INSTITUTE CONTEMPORARY ART NEW YORK,DAVIDOFF ART INITIATIVE,,,,,,,,,,,,,,,,,,,,,,,31078,31010,,,,2,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF DELURY SQUARE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,100749,4878,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,NYC OFFICE OF COMPTROLLER,,,,,,,,,NYC,,,,,,,,,,,,,,20653,461974668,,,,1,,,
FRIENDS OF + POOL,WATERFRONT ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,2037,100046,,,,1,,,
EARTH DAY INITIATIVE,HELLS KITCHEN FARM PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,100923,1137,,,,1,,,
PARTNERSHIPS FOR PARKS,EVERGREEN COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,100652,4878,,,,1,,,
CHILDRENS GARDEN AT CAMPOS,LOWER EAST SIDE ECOLOGY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,1313,103108,,,,1,,,
EAST OF HUDSON WATERSHED CORP,TOWN OF PUTNAM VALLEY,,,,,,,,,region,,,,,,,,,,,,,,20944,453809317,,,,1,,,
URBAN RESOURCES INITIATIVE,SCANTLEBURY PARK,,,,,,,,,region,,,,,,,,,,,,,,20846,61343983,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,NYSERDA,,,,,,,,,NYC,,,,,,,,,,,,,,7385,1375,,,,1,,,
THREE LAKES COUNCIL,LEWISBORO LAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,20480,132873769,,,,1,,,
CENTRAL PARK CONSERVANCY,CITY OF NEW YORK,,,,,,,,,NYC,,,,,,,,,,,,,,7795,2735,,,,1,,,
PARTNERSHIPS FOR PARKS,RIVERSIDE OVAL ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,5172,4878,,,,1,,,
SEEDBALL,ACTION CENTER FOR EDUCATION AND COMMUNITY DEVELOPMENT,,,,,,,,,NYC,,,,,,,,,,,,,,5184,106905,,,,1,,,
FARM SCHOOL NYC,JUST FOOD,,,,,,,,,NYC,,,,,,,,,,,,,,1296,100668,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF CLEMENT CLARK MOORE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,103929,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF KIVLEHAN PARK INC,,,,,,,,,NYC,,,,,,,,,,,,,,812659106,4878,,,,1,,,
RICHMOND HILL HISTORICAL SOCIETY,NYC CITY COUNCIL- KAREN KOSLOWITZ,,,,,,,,,NYC,,,,,,,,,,,,,,20627,1446,,,,1,,,
HARLEM RENAISSANCE EDC,COLUMBIA,,,,,,,,,,,,,,,,,,,,,,,2931,3733,,,,2,,,
WATERFRONT ALLIANCE,APPLE SEED,,,,,,,,,NYC,,,,,,,,,,,,,,102460,2037,,,,1,,,
AMERICAN LITTORAL SOCIETY,AUDUBON NYC,,,,,,,,,NYC,,,,,,,,,,,,,,1352,2003,,,,1,,,
PUTNAM VALLEY RESIDENTS COALITION CORP,HUDSON HIGHLANDS LAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,133528266,352182698,,,,1,,,
FRIENDS OF THE HIGH LINE,NYC OFFICE OF MAYOR- PEOPLE WITH DISABILITIES,,,,,,,,,NYC,,,,,,,,,,,,,,20658,1208,,,,1,,,
596 ACRES,KNOW WASTE LANDS,,,,,,,,,NYC,,,,,,,,,,,,,,101060,100086,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,NYC OFFICE OF MAYOR- RESILIENCY AND RECOVERY,,,,,,,,,NYC,,,,,,,,,,,,,,20001,101704,,,,1,,,
PARTNERSHIPS FOR PARKS,LEAGUE EDUCATION AND TREATMENT CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,104809,4878,,,,1,,,
596 ACRES,COMMUNITY GARDENS,,,,,,,,,NYC,,,,,,,,,,,,,,20211,100086,,,,1,,,
COMMUNITY ADVISORY BOARD FOR FLUSHING MEADOWS CORONA PARK,QUEENS MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,101590,20207,,,,1,,,
URBAN RESOURCES INITIATIVE,ARCH ST,,,,,,,,,region,,,,,,,,,,,,,,20048,61343983,,,,1,,,
BX CHILDRENS MUSEUM,NYC DEP,,,,,,,,,NYC,,,,,,,,,,,,,,4642,100294,,,,1,,,
BK NATURE CLUB,PS BK 132,,,,,,,,,NYC,,,,,,,,,,,,,,105936,100342,,,,1,,,
FRIENDS OF DELURY SQUARE PARK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100749,,,,1,,,
GOWANUS CANAL CONSERVANCY,NYU,,,,,,,,,NYC,,,,,,,,,,,,,,4569,100831,,,,1,,,
JACKSON HEIGHTS BEAUTIFICATION GROUP,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1282,,,,1,,,
"BK MULTI-SERVICE COMMUNITY CENTER, CORP.",ENLIGHTEN LYFE,,,,,,,,,,,,,,,,,,,,,,,31042,31024,,,,2,,,
NORTHEAST EARTH COALITION,CORNUCOPIA NETWORK OF NJ,,,,,,,,,region,,,,,,,,,,,,,,222631754,811561104,,,,1,,,
CITY PARKS FOUNDATION,URBAN DIVERS,,,,,,,,,NYC,,,,,,,,,,,,,,1529,7765,,,,1,,,
PARTNERSHIPS FOR PARKS,"PS X 42, CLAREMONT",,,,,,,,,NYC,,,,,,,,,,,,,,20774,4878,,,,1,,,
HYDE PARK COMMUNITY GARDEN,HYDE PARK VISUAL ENVIRONMENT COMMITTEE,,,,,,,,,NYC,,,,,,,,,,,,,,237336914,104426,,,,1,,,
CT STATE GRANGE PATRONS OF HUSBANDRY- CANNON GRANGE #152,EPA,,,,,,,,,region,,,,,,,,,,,,,,5710,237584920,,,,1,,,
HUDSONIA,BARD COLLEGE,,,,,,,,,region,,,,,,,,,,,,,,20067,1276,,,,1,,,
PARTNERSHIPS FOR PARKS,DIFFERENT DIRECTION,,,,,,,,,NYC,,,,,,,,,,,,,,100554,4878,,,,1,,,
EMPIRE DRAGON BOAT TEAM,SWIM COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,2065,103694,,,,1,,,
NY4P,BX COALITION FOR PARKS AND GREEN SPACES,,,,,,,,,NYC,,,,,,,,,,,,,,1059,1360,,,,1,,,
PARTNERSHIPS FOR PARKS,CROTONA PARK NATURE CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,3058,4878,,,,1,,,
GREEN SPACE ON FOURTH,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,100876,,,,1,,,
6TH ST COMMUNITY CENTER,NO SPRAY COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,20590,5317,,,,1,,,
GUARDIANS OF FLUSHING BAY,BILLION OYSTER PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,100250,100884,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,LOWER EAST SIDE BID,,,,,,,,,NYC,,,,,,,,,,,,,,104912,1313,,,,1,,,
COASTAL RESEARCH AND EDUCATION SOCIETY OF LONG ISLAND,WHALE AND DOLPHIN CONSERVATION,,,,,,,,,NYC,,,,,,,,,,,,,,21025,2012,,,,1,,,
JUNIPER PARK CIVIC ASSOC,Q CB5,,,,,,,,,NYC,,,,,,,,,,,,,,5067,101040,,,,1,,,
NYC H2O,GOWANUS CANAL CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,100831,101339,,,,1,,,
NORWALK RIVER WATERSHED ASSOCIATION,RIDGEFIELD CONSERVATION COMMISSION,,,,,,,,,region,,,,,,,,,,,,,,20808,61483326,,,,1,,,
YONKERS LAND CONSERVANCY,GROUNDWORK HUDSON VALLEY,,,,,,,,,region,,,,,,,,,,,,,,2026,133947005,,,,1,,,
LOWER MANHATTAN CULTURAL COUNCIL,HESTER ST COLLABORATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,100930,101119,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,NYC CITY COUNCIL- BRAD LANDER,,,,,,,,,NYC,,,,,,,,,,,,,,20615,1313,,,,1,,,
HACKENSACK RIVERKEEPER,BERGEN COUNTY NJ PARKS,,,,,,,,,region,,,,,,,,,,,,,,20080,2027,,,,1,,,
RESEARCH DIVERS,MAXWELL,,,,,,,,,NYC,,,,,,,,,,,,,,452594112,103421,,,,1,,,
BK BRIDGE PARK CONSERVANCY,LEAGUE EDUCATION AND TREATMENT CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,104809,2008,,,,1,,,
NORWALK RIVER WATERSHED ASSOCIATION,WOODCOCK NATURE CENTER,,,,,,,,,region,,,,,,,,,,,,,,237232984,61483326,,,,1,,,
URBAN RESOURCES INITIATIVE,LENZI PARK,,,,,,,,,region,,,,,,,,,,,,,,20474,61343983,,,,1,,,
CENTER FOR URBAN PEDAGOGY,ALIGN,,,,,,,,,NYC,,,,,,,,,,,,,,102347,100407,,,,1,,,
FRIENDS OF ALBANO PARK,PS M 116,,,,,,,,,NYC,,,,,,,,,,,,,,101427,100734,,,,1,,,
RANDALLS ISLAND PARK ALLIANCE,NYC OFFICE OF MAYOR,,,,,,,,,NYC,,,,,,,,,,,,,,8471,101599,,,,1,,,
NORTHWEST BX SUPPORT COMMITTEE FOR THE HOMELESS,RIVERDALE YONKERS SOCIETY FOR ETHICAL CULTURE,,,,,,,,,NYC,,,,,,,,,,,,,,20818,1368,,,,1,,,
