Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
WASHINGTON SQUARE PARK ECO PROJECTS,,,,"Washington Square Park, a NYC Parks Department park bounded by Waverly Place, University Place, West 4th Street, and MacDougal Street.",Education,Yes,Washington Square Park (WSP) Eco Projects is a volunteer run organization that advocates for the nature of the park through research projects and educational programs,,New York,wspecoprojects@gmail.com,Washington Square Park (WSP) Eco Projects,,NY,110 Bleecker St,wspecoprojects,3,Group without 501(c)(3) or 501(c)(4) status,http://wspecoprojects.org,10012,0,107864,,,Civic,Park,EDUCATE,1,2014,1,1
ALLERGIC TO SALAD,,,,,,,,,,,,,,,,,,,,,100063,,,Civic,,,,,1,1
GREEN BX MACHINE,,,,"CS 55 - Community School 55, 450 Saint Paul's Place, Bronx NY
Food for Others - intersection of Grace and Neried Avenues, Bronx NY
Across Bronx County",,Yes,,,Bronx,stephen.rutz@greenbronxmachine.org,Green Bronx Machine,,NY,3935 Blackstone Avenue #12 G,@greenBXmachine,1,501(c)(3) (or has applied),http://greenbronxmachine.org,10471,,100852,,,Civic,,EDUCATE,1,,1,1
WESTCHESTER SQUARE BID,,,,#NAME?,Economic development,Yes,"The mission of the WSBID organization is to maintain a cleaner, safer, and more beautiful Westchester Square neighborhood. We focus our efforts on supplemental sanitation and marketing of the area's diverse business and cultural offerings. The success of",,Bronx,,Westchester Square Business Improvement District,,NY,25 Westchester Square,@wsbid,1,501(c)(3) (or has applied),http://wsbid.org,10461,1-19%,102084,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",MANAGE,1,,1,1
VAN DUZER STREET CIVIC ASSOCIATION,,,,On Targee Street  between Waverly Place and Irving Street. We have been involved with the creation of the Roots of Peace Community Garden and with stewardship of Bedford Green Park.,,Yes,,,Staten Island,vanduzercivic@gmail.com,Van Duzer Street Civic Association,,NY,P.O. Box 4666\,,11,Other,,10304,,102027,,,Civic,,PARTICIPATE/PARTNER/SUPPORT,1,,1,1
GRAHAM AVENUE BID,,,,On Graham Ave. from Bdwy to Boerum and the side streets including Flushing Ave. from Bdwy to Humboldt; Debevoise St. from Humboldt to Manhattan Ave; Moore St. from Humboldt to Graham Ave.,Economic development,Yes,We work to improve and grow the retail district and support the community with programs. We provide events including a farmers market.,,Brooklyn,grahambid@verizon.net,Graham Avenue Business Improvement District (BID),718-387-6643,NY,80 Graham Ave.,#grahambid,1,501(c)(3) (or has applied),http://grahamavenuebid.net,11206,20-39%,104137,,,Civic,None of the above,ADVOCATE,1,1987,0,0
NAZARETH HOUSING,,,,"- 721 E 6th St., New York, NY (a)
- 206 E 4th St., New York, NY (b)
- 2252 Crotona Ave., Bronx, NY (c)

a) In the process of installing solar panels
b) Planted and maintain street trees
c) Planted and Maintain a small garden
d) East Village/Lower East Si",Housing and shelter,Yes,"Nazareth Housing is committed to the promotion of housing stability and economic independence among low income families and individuals of New York City through the provision of homelessness prevention services, emergency family shelter, supportive housi",,New York,info@nazarethhousingnyc.org,"Nazareth Housing, Inc.",212-777-1010,NY,519 E 11th St.,@NazarethHousing,1,501(c)(3) (or has applied),http://nazarethhousingnyc.org,10009,1-19%,106720,,,Civic,"Residential building grounds (apartment courtyard, back yard, etc.)",MANAGE,1,1983,0,0
COMMUNITY COUNSELING AND MEDIATION- GEORGIAS PLACE,,,,the corner of prospect place and bedford avenue,Housing and shelter,Yes,Georgia's Place is supportive housing for formerly homeless adults struggling with mental illness.  Our roof farm provides 2000 lbs of fresh produce the is used to feed our residents and provide them with a fresh produce food pantry.,,Brooklyn,georgiasplace@ccmnyc.org,"Community, Counseling, and Mediation/ Georgia's Place",718-789-2333,NY,691 Prospect Place,,1,501(c)(3) (or has applied),,11216,20-39%,104060,,,Civic,Urban Farm,MANAGE,1,2006,0,0
PS MS M217,,,,,,,,,,,,,,,,,,,,,104940,,,School,,,,,1,1
COMMITTEE TO SAVE MOUNT MANRESA,,,,,,,,,,,,,,,,,,,,,103272,,,Civic,,,,,1,1
AMERICAN LITTORAL SOCIETY,,,,"Jamaica Bay Ecosystem ( Brooklyn/Queens, NYC)",Environment,Yes,"We  strive to protect and preserve the marine environment through education, restoration , study, and advocacy.",,Broad Channel,don@littoralsociety.org,American Littoral Society - Northeast Chapter,718-474-0896,NY,28 West 9th Road,,1,501(c)(3) (or has applied),http://littoralsociety.org,11693,80-100%,2003,,,Civic,Salt Marsh,CONSERVE,1,1982,8,8
WASHINGTON HEIGHTS GARDENING CREW,,,,"In the Juan Pablo Duarte Square located along Broadway between W 169 and W 170.  The blocks along W 169, St. Nicholas, and W 170.",Environment,Yes,Our mission is to green and beautify public spaces in Washington Heights thereby improving the quality of life and health of all who live and work here.,,New York,dkhnyc@aol.com,Washington Heights Gardening Crew,646-334-1713,NY,565 West 169th St. 6G,,3,Group without 501(c)(3) or 501(c)(4) status,,10032,80-100%,1560,,,Civic,Street tree,MANAGE,1,2000,1,1
OCEANA,,,,,,,,,,,,,,,,,,,,,20710,,,Civic,,,,,1,1
PS Q 18,,,,,,,,,,,,,,,,,,,,,20765,,,School,,,,,1,1
MARION ST PARK BLOCK ASSN,,,,,,,,,,,,,,,,,,,,,101157,,,Civic,,,,,1,1
NYC CENTER FOR HEALTH EQUITY,,,,,,,,,,,,,,,,,,,,,20000,,,Civic,,,,,1,1
ASIAN AMERICANS FOR EQUALITY,,,,,,,,,,,,,,,,,,,,,2299,,,Civic,,,,,1,1
NJ DOT,,,,,,,,,,,,,,,,,,,,,20584,,,Government,,,,,1,1
500 MEN MAKING A DIFFERENCE,,,,,,,,,,,,,,,,,,,,,100084,,,Civic,,,,,1,1
LA PLAZA CULTURAL ARMANDO PEREZ,,,,Eight lots (half acre) on 9th Street and Avenue C on Manhattan's Lower East Side.,Environment,Yes,"La Plaza Cultural de Armando Perez Community Garden is a unique open-air theater and green space, combining the functions of a community garden, a park and play area, wildlife refuge and performance venue. Thousands of people from diverse cultures use ou",,New York,La Plaza <laplaza9@gmail.com>,La Plaza Cultural Armando Perez,N/A,NY,700 E. 9th St. #3,,1,501(c)(3) (or has applied),http://opencity.com/laplazacultural/,1000,80-100%,1300,,,Civic,Park,TRANSFORM,1,1976,3,3
PSEG,,,,,,,,,,,,,,,,,,,,,20777,,,Business,,,,,1,1
SUCCESS ACADEMY HS PROSPECT HTS,,,,,,,,,,,,,,,,,,,,,107231,,,Civic,,,,,1,1
PARK SLOPE CIVIC COUNCIL,,,,"4th Avenue from Pacific St to 17th St in Brooklyn, NY",Community improvement and capacity building,Yes,"Mission:
To work with the diverse Fourth Avenue community in and adjacent to Park Slope to promote well-being, safety and vitality along Fourth Avenue.

Goal:
Provide an active forum and voice for people who live, work and make use of Fourth Avenue in or",,Brooklyn,fofa@parkslopeciviccouncil.or,Fourth on Forth Avenue (Committee of Park Slope Civic Council),,NY,37 Saint Marks Place,,1,501(c)(3) (or has applied),http://parkslopeciviccouncil.org/fourth-avenue/,11217,20-39%,4863,,,Civic,Street tree,ADVOCATE,1,2012,5,5
NORTHEAST MYCOLOGICAL FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
TOWN OF MORRISTOWN,,,,,,,,,,,,,,,,,,,,,20934,,,Government,,,,,1,1
BX CB7,,,,,,,,,,,,,,,,,,,,,4248,,,Civic,,,,,3,3
MINETTA BLOCK ASSN,,,,,,,,,,,,,,,,,,,,,105139,,,Civic,,,,,1,1
OCEAN CONSERVANCY,,,,,,,,,,,,,,,,,,,,,101391,,,Civic,,,,,2,2
JUST FOOD,,,,,,,,,,,,,,,,,,,,,1296,,,Civic,,,,,6,6
OXFORD GRANGE #194 PATRONS OF HUSBANDRY,,,,"The town of Oxford, Ct",Environment,,"We are an agriculturally oriented fraternal organization which aims to educate its members & the public about various aspects of our environment(agricultural topics, farmland preservation, growing food and animals) while providing an outlet for social ac",,Southbury,equinehusband@aol.com,Oxford Grange #194 Patrons of Husbandry,203-267-6796,CT,116 N. Georges Hill Rd.,,3,501c5 agricultural organization,http://ctstategrange.org,6488,20-39%,31014,,,Civic,Community Garden,ADVOCATE,2,1891,0,0
TOWN OF OLIVE,,,,,,,,,,,,,,,,,,,,,20939,,,Government,,,,,1,1
WILLIAM B WASHINGTON MEMORIAL GARDEN,,,,The community gardens within 126th and 127th streets between St. Nicholas and Adam Clayton Powell Blvds.,Food,Yes,The garden is a way to unite the community and initiate pride and respect for the area.,,New York,,The William B. Washington Memorial Garden,,NY,17 Chittenden Ave. 1C,,3,Group without 501(c)(3) or 501(c)(4) status,,,60-79%,102096,,,Civic,Community Garden,MANAGE,1,199,0,0
UNDERWATER NY,,,,#NAME?,"Arts, culture, creative practices",Yes,"Underwater New York is a digital journal of writing, art, and music inspired by the waterways that surround New York City and the objects submerged within them. By providing a prompt and platform for new creative work, and facilitating opportunities to e",,Brooklyn,submissions@underwaternewyork.com,Underwater New York,917-880-7975,NY,527 18th Street,@underwaterny,3,Group without 501(c)(3) or 501(c)(4) status,http://underwaternewyork.com,11215,1-19%,105430,,,Civic,Waterfront / Beach / Shoreline,EDUCATE,1,2009,0,0
BX PRECINCT 52,,,,,,,,,,,,,,,,,,,,,7682,,,Civic,,,,,1,1
OYSTER BAY/COLD SPRING HARBOR PROTECTION COMMITTEE,,,,,,,,,,,,,,,,,,,,,20727,,,Civic,,,,,1,1
NYC OFFICE OF SENATE- JAMES SANDERS JR,,,,,,,,,,,,,,,,,,,,,20665,,,Government,,,,,5,5
RACHEL CARSON HS FOR COASTAL STUDIES,,,,,,,,,,,,,,,,,,,,,20794,,,Civic,,,,,1,1
BK BOATWORKS,,,,,,,,,,,,,,,,,,,,,102850,,,Civic,,,,,1,1
LEWIS WAITE FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
COOPER SQUARE MUTUAL HOUSING ASSOCIATION,,,,,,,,,,,,,,,,,,,,,3011,,,Civic,,,,,1,1
BOWERY BABES,,,,,,,,,,,,,,,,,,,,,20111,,,Civic,,,,,1,1
MAPES AVE GANDER BX LAND TRUST,,,,BX & NYC,Youth,Yes,,,Bronx,,Mapes Ave Gander Bronx Land Trust,,NY,2120 Mapes Avenue,,1,501(c)(3) (or has applied),,10460,20-39%,2163,,,Civic,Vacant land / Vacant lot,MANAGE,1,1985,0,0
UNITED COMMUNITY CENTERS,,,,,,,,,,,,,,,,,,,,,5662,,,Civic,,,,,3,3
BAYSHORE REGIONAL WATERSHED COUNCIL,,,,The watershed region of Raritan Bay and Sandy Hook Bay in Monmouth County & Middlesex County,Environment,Yes,"The watershed council is an all-volunteer organization. Since 2000, we have been dedicated to improving water quality and restoring wildlife habitat along Raritan Bay and Sandy Hook Bay. We believe the time is now to create a new Bayshore region for the",,Navesink,bayshorewatershed@comcast.net,Bayshore Regional Watershed Council,732-872-2834,NJ,P.O. Box 541,,3,Group without 501(c)(3) or 501(c)(4) status,http://restoreraritanbay.org,7752,80-100%,2005,,,Civic,Watershed / Sewershed,ADVOCATE,1,2000,2,2
CITIZENS CAMPAIGN FOR THE ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,1092,,,Civic,,,,,1,1
CONEY ISLAND BRIGHTON BEACH OPEN WATER SWIMMERS,,,,Coney Island Brighton Beach NY Bight.,Recreation and sports (including birding and fishing),Yes,"Coney Island Brighton Beach Open Water Swimmers is a 501(c)(3) organization dedicated, since 2005, to being the very best New York City resource for open-water swimmers. Our community hosts weekly training swims at Coney Island and Brighton Beach. We adv",,Brooklyn,,Coney Island Brighton Beach Open Water Swimmers,,NY,4715 Surf Avenue,cibbows,1,501(c)(3) (or has applied),http://cibbows.org,11224,1-19%,100501,,,Civic,Waterfront / Beach / Shoreline,EDUCATE,1,2005,0,0
JAMAICA BAY ECOWATCHERS,,,,Jamaica Bay,Environment,Yes,,,Broad Channel,dmundy502@aol.com,Jamaica Bay Ecowatcher,718-634-5032,NY,56 West 14th Road,,1,501(c)(3) (or has applied),http://jamaicabayecowatchers.org,11693,80-100%,1285,,,Civic,Salt Marsh,PARTICIPATE/PARTNER/SUPPORT,1,1996,3,3
TOWN OF KENT,,,,,,,,,,,,,,,,,,,,,20929,,,Government,,,,,2,2
HAMPTON STERLING VIRGINIA PLACE AND KINGSTON AVE BLOCK,,,,"11213 - Hampton Pl between St. John's + Park Place. 
11213 - Kingston Ave - between Eastern Pkwy + Park Place
11213 - Kingston Ave between Park Pl. + St. Marks",Environment,Yes,To preserve the historical integrity of the community and make it a safe and welcoming environment.,,Brooklyn,N/A,"Hampton, Sterling, Virginia Place and Kingston Ave Block Assoc, Inc.",347-906-0645,NY,9 Hampton Place,NA,3,Group without 501(c)(3) or 501(c)(4) status,,,20-39%,104236,,,Civic,,MANAGE,1,1955,0,0
OPEN HOUSE NY,,,,,,,,,,,,,,,,,,,,,20717,,,Civic,,,,,1,1
AGA PUBLIC REALM STRATEGISTS,,,,,,,,,,,,,,,,,,,,,102332,,,Civic,,,,,1,1
HARBORLAB,,,,,,,,,,,,,,,,,,,,,20390,,,Civic,,,,,3,3
NYC OFFICE OF SENATE- DANIEL SQUADRON,,,,,,,,,,,,,,,,,,,,,20664,,,Government,,,,,2,2
"PS 98, SHORACKAPOCK ELEMENTARY SCHOOL",,,,,,,,,,,,,,,,,,,,,106190,,,School,,,,,1,1
MYRTLE AVE BK PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,1335,,,Civic,,,,,1,1
ARBORPOLITAN,,,,,,,,,,,,,,,,,,,,,20044,,,Civic,,,,,1,1
BK BRAINERY,,,,,,,,,,,,,,,,,,,,,102851,,,Civic,,,,,2,2
YANA,,,,,,,,,,,,,,,,,,,,,102120,,,Civic,,,,,1,1
MURRAY PLAYGROUND GARDENERS,,,,,,,,,,,,,,,,,,,,,20555,,,Civic,,,,,1,1
NYC SOIL AND WATER,,,,,,,,,,,,,,,,,,,,,1380,,,Civic,,,,,5,5
ACT NOW GDN COMMITTEE,,,,,,,,,,,,,,,,,,,,,20015,,,Civic,,,,,1,1
NYC OFFICE OF BORO PRES- Q,,,,,,,,,,,,,,,,,,,,,8722,,,Government,,,,,1,1
UNDERBRIDGE UNDERDOGS,,,,,,,,,,,,,,,,,,,,,101975,,,Civic,,,,,1,1
FLUSHING INTERFAITH COUNCIL,,,,,,,,,,,,,,,,,,,,,20285,,,Civic,,,,,1,1
HAWK MT. SANCTUARY,,,,,,,,,,,,,,,,,,,,,31065,,,Civic,,,,,1,1
ARAB AMERICAN ASSOC OF NY,,,,,,Yes,,,Brooklyn,info@arabamericanny.org,Arab American Association of New York,718-745-3523,NY,7111 5th Ave.,,1,501(c)(3) (or has applied),https://www.arabamericanny.org/,11209,,102462,,,Civic,,None of the above,1,,1,1
FRIENDS OF THE HIGH LINE,,,,"Friends of the High Line maintains and operates the High Line, an elevated freight rail turned public park, that runs 1.45 miles on the west side of Manhattan. The park runs from Gansevoort Street north to 34th Street,  between 10th and 11th Avenues.",Environment,Yes,"Through excellence in operations, stewardship, innovative programming, and world-class design, we seek to engage the vibrant and diverse community on and around the High Line, and to raise the essential private funding to help complete the High Line's co",,New York,info@thehighline.org,Friends of the High Line,212-500-6035,NY,"820 Washington Street, 4th Fl",highlinenyc,11,Public-private partnership,http://thehighline.org,10014,60-79%,1208,,,Civic,Park,MANAGE,1,1999,1,1
EMPIRE KAYAKS,,,,,,,,,,,,,,,,,,,,,103695,,,Civic,,,,,1,1
NATIONAL AUDUBON SOCIETY,,,,,,,,,,,,,,,,,,,,,2358,,,Civic,,,,,2,2
SOCIETY FOR CONSERVATION GIS- NYNJ CHAPTER,,,,New York and New Jersey states,,Yes,The Society for Conservation GIS NY/NJ ChapterΓÇÖs purpose is to establish a forum and facilitate events that provide education and networking opportunities for individuals and organizations that are interested in applying geospatial technologies toward,,Union City,alina@soranatarmu.com,Society for Conservation GIS - NY/NJ Chapter,201-539-5468,NJ,1913 Summit Ave,soranatarmu,3,Group without 501(c)(3) or 501(c)(4) status,http://scgis.org/chapters/pages/new-york-and-new-jersey,7087,0,21061,,,Civic,Forest / Woodland,ADVOCATE,1,2017,0,0
SUNSET GARDEN CLUB,,,,,,,,,,,,,,,,,,,,,5466,,,Civic,,,,,1,1
GOTHAM GREENS,,,,,,,,,,,,,,,,,,,,,104123,,,Civic,,,,,1,1
FRIENDS OF IDLEWILD PARK,,,,,,,,,,,,,,,,,,,,,20323,,,Civic,,,,,1,1
PS M 964- CENTRAL PARK EAST II,,,,,,,,,,,,,,,,,,,,,100412,,,School,,,,,1,1
CLEAN WATER FUND,,,,,,,,,,,,,,,,,,,,,20199,,,Civic,,,,,1,1
FRIENDS OF MOSHOLU PARKLAND,,,,On Mosholu Parkway North and South from the 4 train down both sides to Webster Ave = 14 terrains.,Community improvement and capacity building,Yes,To conserve and preserve the Mosholu parkland area for residents in the community to enjoy.,,Bronx,mosholuparkland@gmail.com,Friends of Mosholu Parkland,347-371-3085,NY,199 East 205th,,11,Other,http://mosholuparkland.wixsite.com/mosholu,10458,80-100%,100757,,,Civic,Park,PARTICIPATE/PARTNER/SUPPORT,1,2013,4,4
ONE TO WORLD,,,,,,,,,,,,,,,,,,,,,101399,,,Civic,,,,,1,1
SOCIETY FOR CLINTON HILL,,,,,,,,,,,,,,,,,,,,,5329,,,Civic,,,,,0,0
EARTH CITIZENS CLUB AT ENHRENREICH-AUSTIN PLAYGROUND,,,,"Ehrenreich-Austin Playground (76th Road and Austin Street in Forest Hills, NY)
Juniper Valley Park (Middle Village, NY)
Flushing Meadows Corona Park, Flushing NY",Environment,Yes,"We are a volunteer-based group that aims to maintain and improve the facilities and horticulture in Austin Playground through service projects and advocacy. We also organize family-friendly events that promote environmental awareness, culture, the arts a",,Forest Hills,amy.long@earthcitizens.org,Earth Citizens Club at Ehrenreich-Austin Playground,718-744-5103,NY,108-14 72nd Ave 3rd Floor,,3,Group without 501(c)(3) or 501(c)(4) status,,11375,60-79%,100578,,,Civic,Playground,MANAGE,1,2015,1,1
SMITHSONIAN,,,,,,,,,,,,,,,,,,,,,20864,,,Civic,,,,,1,1
RAILS-TO-TRAILS CONSERVANCY,,,,,,,,,,,,,,,,,,,,,20795,,,Civic,,,,,1,1
WHOLEKIDS FOUNDATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
TRUST FOR PUBLIC LAND,,,,,,,,,,,,,,,,,,,,,1541,,,Civic,,,,,8,8
LOTUS GARDEN,,,,"1/6th acre of urban woodlands, flowerbeds and fruit tree groves atop a parking garage on West 97th Street between Broadway and West End Avenue",Environment,Yes,"We tend 1/6th lush acres of fruit trees, fishponds, flowerbeds and arbors as a public park, where we organize educational group visits (schoolchildren, seniors, the disabled) and supervise volunteers (schoolchildren, the disabled) and host events includi",,New York,info@thelotusgarden.org,Lotus Garden,,NY,"P.O. Box 134, Cathedral Station",@lotusgarden_ny,1,501(c)(3) (or has applied),http://thelotusgarden.org,10025,80-100%,1311,,,Civic,Community Garden,MANAGE,1,1984,0,0
MONTEFIORE PARK NEIGHBORHOOD ASSOCIATION,,,,Montefiore Park Neighborhood.  133 Street to 139th Street  Amersterdam to Riverside Drive.,"Arts, culture, creative practices",Yes,Go to www.montefiorepark.org,,New York,Montefiorepark137@gmail.com,Montefiore Park Neighborhood Association,917-721-5654,NY,West 136 Street #33,,11,Other,http://www.montefiorepark.org/,1003,80-100%,4379,,,Civic,Park,ADVOCATE,1,1994,1,1
NY ATHLETIC CLUB,,,,,,,,,,,,,,,,,,,,,20599,,,Business,,,,,1,1
JH SCRAPS,,,,"69th Street between Northern Blvd and 37th Avenue, all community gardens in zip code 11372 and a compost facility on 69th Street and 35th Avenue",Community improvement and capacity building,Yes,"To manage, promote and educate the general public about the various benefits of composting, provide a model to demonstrate various ways to reuse items rather than discard them and to revitalize the neighborhood's soil.",,Jackson Heights,jhscraps@jhbg.org,JH Scraps,718-565-5344,NY,P.O. Box 720253,@jhscraps,1,501(c)(3) (or has applied),,11372,80-100%,104649,,,Civic,Vacant land / Vacant lot,TRANSFORM,1,2011,0,0
LONG ISLAND CITY PARTNERSHIP,,,,"Queens Plaza between 21st St & Northern Blvd, Jackson Ave from Queens Plaza to Vernon Blvd., Vernon Blvd between Jackson Ave & 44th Dr., and 44th Dr. between Vernon Blvd & Jackson Ave.",Economic development,Yes,"Long Island City Partnership (LICP) is the neighborhood development organization for Long Island City. Our mission is to advocate for economic development that benefits the areaΓÇÖs industrial, commercial, tech, cultural, tourism, and residential sectors",,Long Island City,info@licpartnership.org,Long Island City Partnership,718-786-5300,NY,"27-01 Queens Plaza North, 9th Fl",@licpartnership,1,501(c)(3) (or has applied),http://licqns.com,11101,1-19%,101113,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",MANAGE,1,1979,1,1
GOOD OLD LOWER EAST SIDE,,,,,,,,,,,,,,,,,,,,,3617,,,Civic,,,,,5,5
CHELSEA PIERS,,,,,,,,,,,,,,,,,,,,,7750,,,Civic,,,,,1,1
SAVE THE SOUND,,,,,,,,,,,,,,,,,,,,,5242,,,Civic,,,,,1,1
SEATUCK ENVIRONMENTAL ASSOC,,,,,,,,,,,,,,,,,,,,,112977549,,,Civic,,,,,1,1
EDISON EC,,,,,,,,,,,,,,,,,,,,,20262,,,Civic,,,,,1,1
M EAST COMMUNITY ASSOC,,,,Between 42nd to 34th Sts + between east of 3rd Ave + the east River,Other,Yes,To promote well being of street trees and playground - support local schools with school supplies.,,New York,,Manhattan East Community Association,212-213-5158,NY,"415 E 37th St., Suite 10G",,2,501(c)(4) (or has applied),,10016,40-59%,133618464,,,Civic,,,1,1993,0,0
CERES TERMINALS,,,,,,,,,,,,,,,,,,,,,20164,,,Civic,,,,,1,1
BEACHSIDE BUNGALOW PRESERVATION ASSOC OF FAR ROCKAWAY,,,,"Beach 24th thru Beach 27th Streets,
along the boardwalk in Far Rockaway",Community improvement and capacity building,Yes,"Improve the urban waterfront environment, the housing which is bungalows, and involve arts & culture programs - with artists - housing.",,Far Rockaway,bbpaorg@aol.com,Beachside Bungalow Preservation Association of Far Rockaway,718-868-3123,NY,170-A Beach 24th Street,No,1,501(c)(3) (or has applied),http://preserve.org/bungalow,11691,60-79%,1045,,,Civic,,,1,1984,1,1
INTERNATIONAL RESCUE COMMITTEE,,,,,,,,,,,,,,,,,,,,,104533,,,Civic,,,,,1,1
URBAN WATERS FEDERAL PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,102021,,,Government,,,,,1,1
NEW SCHOOL,,,,,,,,,,,,,,,,,,,,,1528,,,School,,,,,3,3
BK NATURE CLUB,,,,"Neighborhood greening and recycling advocates for Block Association on Conselyea Street between Graham Avenue and Humboldt Street in Brooklyn, NY; Friends of Leonard Library Community Outreach Coordinator at Betty Smith Reading Garden at 81 Devoe Street",Environment,Yes,We aim to connect community through native pollinator habitat restoration.,,Brooklyn,,Brooklyn Nature Club,,NY,,,3,Group without 501(c)(3) or 501(c)(4) status,http://brooklynnatureclub.org,11211,80-100%,100342,,,Civic,School yard / Outdoor classroom,MANAGE,1,,0,0
MS M 245,,,,,,,,,,,,,,,,,,,,,104958,,,School,,,,,1,1
NORTH BELLMORE CIVIC ASSOC,,,,,,,,,,,,,,,,,,,,,20591,,,Civic,,,,,1,1
CITY GREEN,,,,,,,,,,,,,,,,,,,,,201065250,,,Civic,,,,,1,1
HOME GROWN,,,,,,,,,,,,,,,,,,,,,3820,,,Civic,,,,,1,1
FRIENDS OF THE EAST RIVER ESPLANADE,,,,,,,,,,,,,,,,,,,,,100768,,,Civic,,,,,5,5
HEAVEN SENT PHOTOGRAPHY,,,,,,,,,,,,,,,,,,,,,31043,,,Business,,,,,1,1
